"","Year","Location","Genotype","Amylose","Crude.Fiber"
"469","2021","Umudike","NR17C2aF60P007",13.832,1.9
"470","2021","Umudike","NR17C2aF60P009",22.982,1.367
"471","2021","Umudike","NR17C2aF60P015",15.885,2.933
"472","2021","Umudike","NR17C2aF60P019",8.728,3.633
"473","2021","Umudike","NR17C2aF60P020",15.764,2.1665
"474","2021","Umudike","NR17C2aF61P003",30.653,2.7
"475","2021","Umudike","NR17C2aF61P004",29.626,1.333
"476","2021","Umudike","NR17C2aF61P008",NA,2.633
"477","2021","Umudike","NR17C2aF61P010",34.368,1.6
"478","2021","Umudike","NR17C2aF61P011",32.767,1.367
"479","2021","Umudike","NR17C2aF61P013",17.848,1.1
"480","2021","Umudike","NR17C2aF61P015",6.131,3.1
"481","2021","Umudike","NR17C2aF61P016",26.304,1.8
"482","2021","Umudike","NR17C2aF62P020",32.284,2.433
"483","2021","Umudike","NR17C2aF62P024",18.573,2
"484","2021","Umudike","NR17C2aF62P027",25.247,1.4
"485","2021","Umudike","NR17C2aF65P009",33.431,2.033
"486","2021","Umudike","NR17C2aF65P010",9.875,1.667
"487","2021","Umudike","NR17C2aF65P017",16.187,1.667
"488","2021","Umudike","NR17C2aF65P031",26.153,0.567
"489","2021","Umudike","NR17C2aF66P014",23.737,0.667
"490","2021","Umudike","NR17C2aF69P009",42.038,2.333
"491","2021","Umudike","NR17C2aF6P005",23.345,1.933
"492","2021","Umudike","NR17C2aF6P007",11.748,2.4
"493","2021","Umudike","NR17C2aF6P030",35.485,2.033
"494","2021","Umudike","NR17C2aF6P037",35.002,1.7
"495","2021","Umudike","NR17C2aF6P044",15.885,1.667
"496","2021","Umudike","NR17C2aF6P045",35.032,2.033
"497","2021","Umudike","NR17C2aF70P007",12.291,1.733
"498","2021","Umudike","NR17C2aF70P008",15.191,1
"499","2021","Umudike","NR17C2aF79P001",23.828,2.5
"500","2021","Umudike","NR17C2aF79P005",22.288,2.167
"501","2021","Umudike","NR17C2aF79P008",28.267,1.667
"502","2021","Umudike","NR17C2aF79P016",25.006,1.667
"503","2021","Umudike","NR17C2aF7P007",29.536,2
"504","2021","Umudike","NR17C2aF7P008",31.559,1.533
"505","2021","Umudike","NR17C2aF7P023",32.586,0.867
"506","2021","Umudike","NR17C2aF7P030",25.519,NA
"507","2021","Umudike","NR17C2aF7P036",23.254,1.6
"508","2021","Umudike","NR17C2aF7P044",35.168,2.967
"509","2021","Umudike","NR17C2aF7P050",28.448,2.767
"510","2021","Umudike","NR17C2aF7P052",21.533,2
"511","2021","Umudike","NR17C2aF7P058",15.1,2
"512","2021","Umudike","NR17C2aF7P065",24.824,1.367
"513","2021","Umudike","NR17C2aF7P070",20.717,1.333
"514","2021","Umudike","NR17C2aF81P003",14.707,2.233
"515","2021","Umudike","NR17C2aF82P008",NA,2.183
"516","2021","Umudike","NR17C2aF83P010",32.918,2.267
"517","2021","Umudike","NR17C2aF83P018",28.554,1.0165
"518","2021","Umudike","NR17C2aF84P004",32.072,2.133
"519","2021","Umudike","NR17C2aF87P010",27.271,1.9
"520","2021","Umudike","NR17C2aF89P002",31.559,2.267
"521","2021","Umudike","NR17C2aF89P003",27.784,3
"522","2021","Umudike","NR17C2aF89P009",29.264,1.433
"523","2021","Umudike","NR17C2aF89P010",22.559,1.267
"524","2021","Umudike","NR17C2aF89P018",26.546,2.633
"525","2021","Umudike","NR17C2aF89P020",28.811,2.033
"526","2021","Umudike","NR17C2aF89P028",20.566,2.533
"527","2021","Umudike","NR17C2aF89P034",24.492,1.4
"528","2021","Umudike","NR17C2aF89P050",22.982,1.133
"529","2021","Umudike","NR17C2aF89P054",25.247,2
"530","2021","Umudike","NR17C2aF89P067",32.193,2.1
"531","2021","Umudike","NR17C2aF89P069",36.995,0.567
"532","2021","Umudike","NR17C2aF89P071",17.154,2.5
"533","2021","Umudike","NR17C2aF89P088",29.838,1.733
"534","2021","Umudike","NR17C2aF89P096",14.285,6.7
"535","2021","Umudike","NR17C2aF90P001",34.186,3.367
"536","2021","Umudike","NR17C2aF90P007",6.221,1.133
"537","2021","Umudike","NR17C2aF90P008",23.918,2.033
"538","2021","Umudike","NR17C2aF91P004",34.458,2.033
"539","2021","Umudike","NR17C2aF91P006",10.691,1.967
"540","2021","Umudike","NR17C2aF92P001",10.359,2.1
"541","2021","Umudike","NR17C2aF92P003",30.532,1.733
"542","2021","Umudike","NR17C2aF92P005",12.654,3.333
"543","2021","Umudike","NR17C2aF93P010",24.492,1.367
"544","2021","Umudike","NR17C2aF94P013",31.982,2.467
"545","2021","Umudike","NR17C2aF95P003",26.425,1
"546","2021","Umudike","NR17C2aF95P009",14.496,3.067
"547","2021","Umudike","NR17C2aF95P011",23.043,1
"548","2021","Umudike","NR17C2aF96P004",NA,1.667
"549","2021","Umudike","NR17C2aF97P002",20.053,1.7
"550","2021","Umudike","NR17C2aF98P001",35.576,2.333
"551","2021","Umudike","NR17C2aF99P002",19.932,2.133
"552","2021","Umudike","NR17C2aF9P010",23.194,2
"553","2021","Umudike","NR17C2aF9P013",19.086,1.967
"554","2021","Umudike","TMEB419",25.791,NA
"555","2021","Umudike","TMEB7",15.07,1.667
"556","2022","Umudike","IITA-TMS-IBA30572",21.291,2
"557","2022","Umudike","NR17C2aF103P001",26.425,2.326
"558","2022","Umudike","NR17C2aF10P001",19.479,2.326
"559","2022","Umudike","NR17C2aF10P002",21.7138,3.333
"560","2022","Umudike","NR17C2aF10P006",21.2306,2.667
"561","2022","Umudike","NR17C2aF10P011",34.9112,2.658
"562","2022","Umudike","NR17C2aF10P016",26.123,3
"563","2022","Umudike","NR17C2aF10P017",29.1128,1.667
"564","2022","Umudike","NR17C2aF10P021",22.9218,3
"565","2022","Umudike","NR17C2aF10P025",22.7406,3
"566","2022","Umudike","NR17C2aF114P002",22.6198,3.322
"567","2022","Umudike","NR17C2aF114P004",26.2438,2
"568","2022","Umudike","NR17C2aF120P002",19.1166,1.993
"569","2022","Umudike","NR17C2aF121P005",18.9052,3.667
"570","2022","Umudike","NR17C2aF12P001",22.7104,NA
"571","2022","Umudike","NR17C2aF13P001",19.8414,4.319
"572","2022","Umudike","NR17C2aF14P016",19.4186,1.993
"573","2022","Umudike","NR17C2aF15P003",16.1872,2.99
"574","2022","Umudike","NR17C2aF15P011",23.6466,2.667
"575","2022","Umudike","NR17C2aF15P016",17.9992,2.333
"576","2022","Umudike","NR17C2aF15P022",19.4488,2.661
"577","2022","Umudike","NR17C2aF15P032",22.3178,1
"578","2022","Umudike","NR17C2aF15P041",24.764,5.333
"579","2022","Umudike","NR17C2aF16P003",22.8312,2.658
"580","2022","Umudike","NR17C2aF16P010",23.0426,3.333
"581","2022","Umudike","NR17C2aF16P013",22.2272,1.667
"582","2022","Umudike","NR17C2aF18P008",17.214,2.667
"583","2022","Umudike","NR17C2aF18P015",22.6802,3
"584","2022","Umudike","NR17C2aF18P018",15.5228,3.333
"585","2022","Umudike","NR17C2aF19P002",24.7942,3
"586","2022","Umudike","NR17C2aF1P003",25.4284,1.993
"587","2022","Umudike","NR17C2aF1P006",19.5394,3
"588","2022","Umudike","NR17C2aF1P009",17.0328,3
"589","2022","Umudike","NR17C2aF21P004",19.63,4.333
"590","2022","Umudike","NR17C2aF28P002",22.1668,2
"591","2022","Umudike","NR17C2aF29P001",21.7138,2.667
"592","2022","Umudike","NR17C2aF33P002",17.9388,1.661
"593","2022","Umudike","NR17C2aF33P003",21.0494,3.326
"594","2022","Umudike","NR17C2aF35P004",19.2072,2.82
"595","2022","Umudike","NR17C2aF39P002",30.4567,2
"596","2022","Umudike","NR17C2aF40P004",22.801,2.99
"597","2022","Umudike","NR17C2aF46P012",19.3582,NA
"598","2022","Umudike","NR17C2aF49P006",20.1132,2.99
"599","2022","Umudike","NR17C2aF54P001",20.1736,2.333
"600","2022","Umudike","NR17C2aF54P002",19.6451,2.6665
"601","2022","Umudike","NR17C2aF54P005",11.2344,2.658
"602","2022","Umudike","NR17C2aF54P010",21.6534,2.667
"603","2022","Umudike","NR17C2aF54P012",21.6836,4
"604","2022","Umudike","NR17C2aF5P017",20.687,2.333
"605","2022","Umudike","NR17C2aF5P026",22.348,2
"606","2022","Umudike","NR17C2aF60P003",25.7304,2.326
"607","2022","Umudike","NR17C2aF60P006",17.063,1.661
"608","2022","Umudike","NR17C2aF60P007",15.8248,1.667
"609","2022","Umudike","NR17C2aF60P009",25.4888,2.667
"610","2022","Umudike","NR17C2aF60P010",23.2238,4.319
"611","2022","Umudike","NR17C2aF60P012",21.1098,2.658
"612","2022","Umudike","NR17C2aF60P015",23.002,3.333
"613","2022","Umudike","NR17C2aF60P019",21.2004,3.654
"614","2022","Umudike","NR17C2aF60P020",20.0226,3.667
"615","2022","Umudike","NR17C2aF61P002",17.6368,3.333
"616","2022","Umudike","NR17C2aF61P004",25.1566,2.6665
"617","2022","Umudike","NR17C2aF61P006",21.5326,3
"618","2022","Umudike","NR17C2aF61P007",25.8512,2.333
"619","2022","Umudike","NR17C2aF61P009",24.009,2.667
"620","2022","Umudike","NR17C2aF61P010",20.0255,2.333
"621","2022","Umudike","NR17C2aF61P011",16.8516,3
"622","2022","Umudike","NR17C2aF61P013",15.3718,2.333
"623","2022","Umudike","NR17C2aF61P015",25.8814,2.333
"624","2022","Umudike","NR17C2aF62P015",18.8146,2
"625","2022","Umudike","NR17C2aF62P020",19.63,2.99
"626","2022","Umudike","NR17C2aF62P024",24.0543,2.1665
"627","2022","Umudike","NR17C2aF65P009",31.4986,2.99
"628","2022","Umudike","NR17C2aF65P017",22.3782,3.667
"629","2022","Umudike","NR17C2aF65P020",18.4522,1.667
"630","2022","Umudike","NR17C2aF65P024",23.5862,3
"631","2022","Umudike","NR17C2aF65P027",24.613,3.322
"632","2022","Umudike","NR17C2aF66P014",26.0324,2.326
"633","2022","Umudike","NR17C2aF69P009",20.7776,2.333
"634","2022","Umudike","NR17C2aF6P005",23.7674,3
"635","2022","Umudike","NR17C2aF6P006",NA,2.667
"636","2022","Umudike","NR17C2aF6P007",20.8984,1.667
"637","2022","Umudike","NR17C2aF6P030",22.9218,3.322
"638","2022","Umudike","NR17C2aF6P044",22.0611,2.5
"639","2022","Umudike","NR17C2aF6P045",22.1517,2.658
"640","2022","Umudike","NR17C2aF6P046",NA,3.987
"641","2022","Umudike","NR17C2aF70P001",21.8044,3.4935
"642","2022","Umudike","NR17C2aF70P007",NA,1.661
"643","2022","Umudike","NR17C2aF70P008",27.0139,2
"644","2022","Umudike","NR17C2aF79P001",15.6738,2.667
"645","2022","Umudike","NR17C2aF79P005",22.2876,3.654
"646","2022","Umudike","NR17C2aF79P007",22.1819,2
"647","2022","Umudike","NR17C2aF79P008",NA,3.667
"648","2022","Umudike","NR17C2aF79P016",17.4556,2.326
"649","2022","Umudike","NR17C2aF7P007",23.1332,2.333
"650","2022","Umudike","NR17C2aF7P008",19.5394,3.322
"651","2022","Umudike","NR17C2aF7P023",17.7878,2.667
"652","2022","Umudike","NR17C2aF7P030",19.2676,2.667
"653","2022","Umudike","NR17C2aF7P044",16.0362,2.333
"654","2022","Umudike","NR17C2aF7P045",NA,2.995
"655","2022","Umudike","NR17C2aF7P052",21.4118,2.667
"656","2022","Umudike","NR17C2aF7P058",19.2374,3.322
"657","2022","Umudike","NR17C2aF7P062",18.4069,3.654
"658","2022","Umudike","NR17C2aF7P065",22.5745,3.328
"659","2022","Umudike","NR17C2aF7P067",25.7153,3.322
"660","2022","Umudike","NR17C2aF7P070",24.0694,1.667
"661","2022","Umudike","NR17C2aF7P071",20.5058,3.654
"662","2022","Umudike","NR17C2aF81P002",13.4994,5.333
"663","2022","Umudike","NR17C2aF81P003",20.083,2.667
"664","2022","Umudike","NR17C2aF82P002",23.6768,1.993
"665","2022","Umudike","NR17C2aF82P008",26.0626,3.333
"666","2022","Umudike","NR17C2aF83P018",28.237,1.329
"667","2022","Umudike","NR17C2aF84P004",24.0392,1.661
"668","2022","Umudike","NR17C2aF87P010",20.2038,3.333
"669","2022","Umudike","NR17C2aF87P011",18.2861,4.667
"670","2022","Umudike","NR17C2aF89P008",25.1566,2.333
"671","2022","Umudike","NR17C2aF89P009",24.2808,3.667
"672","2022","Umudike","NR17C2aF89P010",24.0996,4
"673","2022","Umudike","NR17C2aF89P013",19.781,1.667
"674","2022","Umudike","NR17C2aF89P014",25.5039,2.658
"675","2022","Umudike","NR17C2aF89P018",16.5194,2.667
"676","2022","Umudike","NR17C2aF89P020",NA,4.333
"677","2022","Umudike","NR17C2aF89P021",21.895,3
"678","2022","Umudike","NR17C2aF89P028",26.274,2
"679","2022","Umudike","NR17C2aF89P045",23.254,2.658
"680","2022","Umudike","NR17C2aF89P050",16.5194,3.667
"681","2022","Umudike","NR17C2aF89P058",25.3076,3.333
"682","2022","Umudike","NR17C2aF89P067",14.6168,6.667
"683","2022","Umudike","NR17C2aF89P069",25.1566,3.333
"684","2022","Umudike","NR17C2aF89P084",23.5258,2.333
"685","2022","Umudike","NR17C2aF89P088",23.3144,2.667
"686","2022","Umudike","NR17C2aF89P091",26.0022,2.333
"687","2022","Umudike","NR17C2aF89P096",23.9788,2.658
"688","2022","Umudike","NR17C2aF89P102",14.5866,3.667
"689","2022","Umudike","NR17C2aF90P001",24.311,3
"690","2022","Umudike","NR17C2aF90P007",24.8546,4.333
"691","2022","Umudike","NR17C2aF90P008",22.3782,2.99
"692","2022","Umudike","NR17C2aF91P001",17.8482,2
"693","2022","Umudike","NR17C2aF91P004",17.7878,4
"694","2022","Umudike","NR17C2aF91P006",19.0562,2.667
"695","2022","Umudike","NR17C2aF91P008",17.969,2
"696","2022","Umudike","NR17C2aF91P011",21.6534,3
"697","2022","Umudike","NR17C2aF92P001",18.5126,2.333
"698","2022","Umudike","NR17C2aF92P002",19.0864,3
"699","2022","Umudike","NR17C2aF92P003",NA,2.6665
"700","2022","Umudike","NR17C2aF92P005",25.217,3
"701","2022","Umudike","NR17C2aF93P010",28.1766,3.667
"702","2022","Umudike","NR17C2aF94P013",17.1234,2.667
"703","2022","Umudike","NR17C2aF95P003",23.2842,2.5
"704","2022","Umudike","NR17C2aF95P009",22.2574,3.654
"705","2022","Umudike","NR17C2aF95P015",25.5492,2
"706","2022","Umudike","NR17C2aF95P021",22.2574,2.667
"707","2022","Umudike","NR17C2aF97P002",20.083,1.993
"708","2022","Umudike","NR17C2aF98P001",25.9871,3
"709","2022","Umudike","NR17C2aF99P002",19.8716,2.658
"710","2022","Umudike","NR17C2aF9P010",23.4352,1.993
"711","2022","Umudike","NR17C2aF9P013",22.1366,NA
"712","2022","Umudike","NR8082",20.2038,2.326
"713","2022","Umudike","TMEB419",19.479,1.661
"714","2022","Umudike","TMEB7",25.5794,2
