"","X1","X2"
"6779","2013_0088_8","250159760"
"6780","TMS15F1241P0006","250465806"
"6781","TMS15F1230P0002","250465779"
"6782","TMS15F1112P0001","250465290"
"6783","2013_0107_7","250159832"
"6784","TMS15F1103P0005","250465262"
"6785","TMS14F1210P0005","250302231"
"6786","TMS14F1180P0006","250302011"
"6787","TMS14F1167P0005","250301878"
"6788","TMS13F1007P0001","250465111"
"6789","TMS15F1471P0079","250482463"
"6790","TMS15F1471P0021","250482405"
"6791","2013_0212_21","250159926"
"6792","TMS15F1403P0002","250466639"
"6793","TMS15F1201P0002","250465643"
"6794","TMS15F1424P0012","250466804"
"6795","TMS15F1411P0012","250466721"
"6796","TMS13F1254P0011","250302116"
"6797","TMS15F1471P0077","250482461"
"6798","2013_0074_23","250159536"
"6799","TMS15F1203P0023","250465667"
"6800","2013_0087_18","250159592"
"6801","TMS15F1403P0004","250466641"
"6802","TMS15F1127P0001","250465323"
"6803","2013_0107_5","250159830"
"6804","2013_0204_2","250159888"
"6805","TMS15F1230P0004","250465781"
"6806","TMS15F1103P0003","250465261"
"6807","2013_0212_15","250159920"
"6808","TMS15F1411P0014","250466723"
"6809","TMS15F1471P0075","250482459"
"6810","TMS15F1121P0038","250465310"
"6811","TMS14F1183P0002","250302056"
"6812","TMS15F1077P0010","250465162"
"6813","TMS15F1419P0002","250466780"
"6814","2013_0083_8","250159559"
"6815","TMS15F1079P0008","250465169"
"6816","TMS15F1471P0050","250482434"
"6817","TMS15F1310P0026","250467026"
"6818","2013_0212_17","250159922"
"6819","TMS14F1159P0007","250301841"
"6820","TMS15F1198P0003","250465629"
"6821","TMS15F1437P0004","250466835"
"6822","TMS15F1471P0011","250482395"
"6823","2013_0106_14","250159823"
"6824","TMS15F1110P0005","250465279"
"6825","TMS14F1169P0005","250301884"
"6826","2013_0095_11","250159786"
"6827","TMS14F1196P0002","250302107"
"6828","TMS14F1063P0003","250467019"
"6829","TMS15F1338P0004","250467099"
"6830","TMS14F1210P0003","250302229"
"6831","2013_0108_11","250159847"
"6832","2013_0069_41","250159501"
"6833","TMS13F1034P0002","250302115"
"6834","TMS15F1471P0048","250482432"
"6835","TMS15F1409P0002","250466707"
"6836","TMS15F1200P0002","250465641"
"6837","TMS15F1424P0014","250466806"
"6838","TMS15F1242P0004","250465815"
"6839","TMS15F1471P0019","250482403"
"6840","TMS14F1182P0002","250302052"
"6841","TMS14F1180P0004","250302009"
"6842","TMS15F1221P0002","250465706"
"6843","2013_0212_38","250159943"
"6844","2013_0069_47","250159508"
"6845","TMS14F1191P0001","250302078"
"6846","TMS15F1363P0003","250466317"
"6847","TMS15F1199P0002","250465638"
"6848","2013_0087_7","250159581"
"6849","2013_0212_29","250159934"
"6850","TMS14F1186P0001","250302061"
"6851","TMS15F1071P0012","250465120"
"6852","TMS15F1131P0003","250465330"
"6853","TMS15F1417P0001","250466776"
"6854","TMS14F1205P0006","250302198"
"6855","TMS15F1343P0004","250467105"
"6856","TMS14F1091P0008","250466257"
"6857","TMS15F1131P0012","250465333"
"6858","TMS14F1154P0005","250301822"
"6859","TMS15F1126P0012","250465320"
"6860","TMS14F1201P0005","250302137"
"6861","TMS14F1171P0002","250301944"
"6862","TMS15F1471P0039","250482423"
"6863","2013_0106_12","250159821"
"6864","2013_0212_65","250159970"
"6865","TMS14F1166P0008","250301873"
"6866","TMS15F1244P0013","250465826"
"6867","TMS15F1316P0001","250467035"
"6868","TMS13F1339P0011","250301986"
"6869","TMS15F1370P0007","250466349"
"6870","2013_0083_23","250159574"
"6871","TMS15F1243P0006","250465818"
"6872","2013_0079_3","250159539"
"6873","TMS15F1426P0003","250466816"
"6874","TMS15F1471P0057","250482441"
"6875","TMS15F1427P0001","250466818"
"6876","TMS15F1422P0001","250466792"
"6877","TMS15F1086P0001","250465185"
"6878","TMS14F1181P0002","250302044"
"6879","TMS14F1060P0006","250466254"
"6880","2013_0212_47","250159952"
"6881","TMS15F1323P0005","250467055"
"6882","TMS14F1169P0003","250301882"
"6883","TMS15F1220P0003","250465698"
"6884","TMS15F1121P0004","250465304"
"6885","TMS14F1152P0001","250301801"
"6886","TMS15F1405P0004","250466674"
"6887","TMS15F1228P0006","250465771"
"6888","TMS15F1406P0002","250466677"
"6889","TMS15F1471P0066","250482450"
"6890","TMS15F1077P0026","250465165"
"6891","TMS15F1207P0001","250465671"
"6892","TMS15F1472P0003","250482476"
"6893","TMS14F1163P0006","250301861"
"6894","2013_0095_18","250159793"
"6895","TMS15F1127P0010","250465326"
"6896","TMS15F1233P0006","250465792"
"6897","TMS14F1170P0004","250301926"
"6898","TMS15F1338P0003","250467098"
"6899","TMS14F1176P0009","250301996"
"6900","TMS15F1073P0007","250465137"
"6901","TMS14F1176P0001","250301988"
"6902","TMS15F1202P0002","250465652"
"6903","TMS14F1213P0002","250302239"
"6904","2013_0203_49","250159883"
"6905","2013_0079_13","250159549"
"6906","TMS15F1121P0040","250465312"
"6907","2013_0083_7","250159558"
"6908","TMS14F1195P0012","250302103"
"6909","2013_0108_2","250159838"
"6910","TMS14F1210P0007","250302233"
"6911","TMS15F1441P0002","250466841"
"6912","TMS14F1218P0001","250302262"
"6913","TMS15F1444P0004","250466853"
"6914","TMS15F1203P0034","250465669"
"6915","TMS15F1406P0029","250466700"
"6916","TMS15F1406P0028","250466699"
"6917","TMS15F1471P0031","250482415"
"6918","TMS15F1334P0002","250467077"
"6919","TMS14F1171P0011","250301953"
"6920","TMS14F1208P0002","250302219"
"6921","TMS14F1176P0010","250301997"
"6922","TMS14F1161P0002","250301844"
"6923","TMS15F1071P0003","250465115"
"6924","TMS14F1165P0002","250301865"
"6925","TMS14F1153P0007","250301814"
"6926","TMS14F1174P0005","250301975"
"6927","2013_0212_56","250159961"
"6928","TMS15F1339P0002","250467101"
"6929","TMS15F1368P0002","250466331"
"6930","TMS14F1159P0004","250301838"
"6931","2013_0093_10","250159774"
"6932","2013_0203_50","250159884"
"6933","TMS14F1203P0002","250302180"
"6934","TMS15F1075P0004","250465151"
"6935","TMS14F1173P0006","250301963"
"6936","TMS14F1207P0004","250302216"
"6937","TMS15F1407P0002","250466704"
"6938","TMS15F1122P0002","250465314"
"6939","TMS15F1079P0013","250465171"
"6940","TMS14F1166P0001","250301866"
"6941","TMS15F1119P0006","250465301"
"6942","TMS15F1310P0022","250467024"
"6943","TMS15F1361P0006","250466311"
"6944","2013_0088_7","250159759"
"6945","TMS15F1119P0007","250465302"
"6946","2013_0101_5","250159803"
"6947","2013_0212_22","250159927"
"6948","2013_0074_17","250159530"
"6949","TMS15F1074P0006","250465147"
"6950","TMS15F1404P0006","250466665"
"6951","TMS15F1471P0029","250482384"
"6952","2013_0212_13","250159918"
"6953","TMS15F1236P0001","250465797"
"6954","TMS14F1214P0001","250302246"
"6955","TMS15F1203P0017","250465664"
"6956","TMS14F1174P0004","250301974"
"6957","TMS15F1425P0005","250466813"
"6958","TMS13F1391P0039","250465621"
"6959","TMS15F1225P0004","250465765"
"6960","2013_0074_18","250159531"
"6961","TMS15F1310P0021","250467023"
"6962","TMS15F1406P0030","250466701"
"6963","TMS15F1198P0013","250465633"
"6964","TMS15F1108P0001","250465271"
"6965","TMS14F1191P0008","250302086"
"6966","TMS15F1471P0040","250482424"
"6967","TMS14F1204P0008","250302188"
"6968","TMS13F1111P0012","250301853"
"6969","TMS15F1218P0005","250465695"
"6970","2013_0088_6","250159758"
"6971","2013_0212_12","250159917"
"6972","TMS15F1072P0001","250465125"
"6973","TMS15F1425P0004","250466812"
"6974","TMS14F1210P0008","250302234"
"6975","2013_0095_6","250159781"
"6976","TMS15F1404P0005","250466664"
"6977","TMS15F1411P0022","250466728"
"6978","TMS14F1199P0004","250302121"
"6979","TMS15F1241P0009","250465809"
"6980","TMS14F1195P0002","250302093"
"6981","TMS15F1122P0003","250465315"
"6982","TMS15F1406P0019","250466691"
"6983","TMS15F1420P0004","250466784"
"6984","TMS15F1226P0001","250465766"
"6985","2013_0074_6","250159519"
"6986","TMS14F1195P0001","250302092"
"6987","TMS15F1403P0007","250466644"
"6988","TMS15F1471P0083","250482467"
"6989","2013_0074_7","250159520"
"6990","TMS15F1110P0014","250465284"
"6991","TMS15F1085P0003","250465182"
"6992","TMS15F1436P0002","250466830"
"6993","TMS15F1403P0008","250466645"
"6994","2013_0212_8","250159913"
"6995","TMS15F1117P0001","250465292"
"6996","TMS14F1205P0016","250302208"
"6997","TMS15F1223P0007","250465752"
"6998","TMS15F1406P0020","250466692"
"6999","TMS15F1349P0001","250466276"
"7000","TMS15F1406P0003","250466678"
"7001","TMS15F1427P0002","250466819"
"7002","TMS15F1210P0004","250465676"
"7003","TMS15F1471P0003","250482387"
"7004","2013_0095_17","250159792"
"7005","TMS15F1471P0041","250482425"
"7006","TMS15F1223P0006","250465751"
"7007","TMS14F1205P0017","250302209"
"7008","TMS15F1471P0056","250482440"
"7009","TMS15F1201P0021","250465650"
"7010","2013_0095_7","250159782"
"7011","TMS15F1224P0005","250465759"
"7012","TMS15F1212P0001","250465678"
"7013","TMS15F1420P0005","250466785"
"7014","2013_0212_40","250159945"
"7015","2013_0101_6","250159804"
"7016","TMS15F1226P0002","250465767"
"7017","TMS14F1199P0003","250302120"
"7018","2013_0087_14","250159588"
"7019","TMS15F1344P0011","250466262"
"7020","TMS15F1471P0004","250482388"
"7021","TMS15F1225P0003","250465764"
"7022","TMS15F1243P0023","250465821"
"7023","TMS15F1436P0001","250466829"
"7024","TMS15F1471P0084","250482468"
"7025","TMS15F1317P0006","250467039"
"7026","2013_0212_7","250159912"
"7027","TMS15F1424P0007","250466800"
"7028","2013_0204_11","250159898"
"7029","2013_0106_9","250159818"
"7030","TMS15F1126P0011","250465319"
"7031","TMS15F1086P0002","250465186"
"7032","TMS15F1412P0001","250466730"
"7033","TMS15F1422P0002","250466793"
"7034","TMS15F1343P0003","250467104"
"7035","TMS15F1368P0001","250466330"
"7036","TMS15F1082P0007","250465180"
"7037","TMS14F1201P0006","250302138"
"7038","TMS15F1323P0004","250467054"
"7039","2013_0212_55","250159960"
"7040","TMS14F1154P0006","250301823"
"7041","2013_0212_37","250159942"
"7042","TMS15F1471P0038","250482422"
"7043","TMS15F1245P0009","250465831"
"7044","TMS15F1220P0004","250465699"
"7045","TMS15F1363P0002","250466316"
"7046","TMS14F1203P0001","250302179"
"7047","TMS15F1462P0002","250465841"
"7048","2013_0079_4","250159540"
"7049","2013_0212_64","250159969"
"7050","TMS15F1220P0002","250465697"
"7051","TMS15F1076P0003","250465154"
"7052","2013_0212_28","250159933"
"7053","2013_0087_8","250159582"
"7054","TMS15F1426P0002","250466815"
"7055","TMS15F1318P0004","250467042"
"7056","TMS14F1205P0007","250302199"
"7057","TMS15F1215P0002","250465685"
"7058","2013_0087_13","250159587"
"7059","TMS14F1204P0010","250302190"
"7060","2013_0212_57","250159962"
"7061","TMS14F1154P0004","250301821"
"7062","TMS14F1195P0011","250302102"
"7063","TMS13F1224P0002","250465113"
"7064","TMS14F1207P0003","250302215"
"7065","TMS15F1403P0017","250466654"
"7066","TMS14F1218P0002","250302263"
"7067","TMS15F1205P0005","250465670"
"7068","TMS15F1126P0013","250465321"
"7069","2013_0204_10","250159897"
"7070","2013_0069_48","250159509"
"7071","TMS15F1321P0002","250467047"
"7072","TMS13F1063P0019","250302248"
"7073","TMS14F1150P0002","250301792"
"7074","TMS15F1441P0001","250466840"
"7075","TMS15F1334P0003","250467078"
"7076","TMS15F1224P0006","250465760"
"7077","TMS14F1205P0008","250302200"
"7078","2013_0087_6","250159580"
"7079","TMS14F1171P0012","250301954"
"7080","TMS14F1176P0011","250301998"
"7081","TMS15F1348P0002","250466275"
"7082","2013_0079_14","250159550"
"7083","TMS15F1073P0008","250465138"
"7084","2013_0083_15","250159566"
"7085","TMS15F1233P0005","250465791"
"7086","TMS14F1208P0001","250302218"
"7087","TMS15F1326P0001","250467062"
"7088","TMS14F1205P0015","250302207"
"7089","TMS15F1471P0058","250482442"
"7090","TMS14F1204P0007","250302187"
"7091","TMS15F1223P0008","250465753"
"7092","TMS14F1170P0012","250301934"
"7093","TMS15F1117P0008","250465295"
"7094","2013_0106_1","250159810"
"7095","TMS14F1153P0006","250301813"
"7096","TMS14F1207P0005","250302217"
"7097","TMS15F1351P0007","250466281"
"7098","2013_0203_51","250159885"
"7099","TMS14F1173P0007","250301964"
"7100","TMS15F1471P0067","250482451"
"7101","TMS15F1353P0004","250466288"
"7102","2013_0079_12","250159548"
"7103","TMS14F1157P0002","250466764"
"7104","TMS14F1201P0004","250302136"
"7105","TMS14F1162P0001","250301846"
"7106","TMS15F1344P0001","250467106"
"7107","TMS14F1152P0002","250301802"
"7108","TMS15F1471P0032","250482416"
"7109","TMS15F1334P0001","250467076"
"7110","2013_0095_20","250159795"
"7111","TMS15F1092P0024","250465196"
"7112","TMS14F1171P0010","250301952"
"7113","TMS15F1197P0022","250465626"
"7114","TMS15F1233P0007","250465793"
"7115","TMS14F1161P0001","250301843"
"7116","TMS15F1471P0065","250482449"
"7117","TMS15F1368P0003","250466332"
"7118","TMS15F1085P0002","250465181"
"7119","TMS15F1077P0001","250465157"
"7120","2013_0203_48","250159882"
"7121","TMS15F1072P0002","250465126"
"7122","TMS14F1165P0001","250301864"
"7123","TMS15F1110P0016","250465285"
"7124","TMS15F1248P0004","250465835"
"7125","TMS15F1411P0003","250466714"
"7126","TMS15F1073P0001","250465133"
"7127","TMS14F1204P0001","250302181"
"7128","TMS15F1323P0006","250467056"
"7129","2013_0079_2","250159538"
"7130","TMS14F1202P0003","250302176"
"7131","TMS15F1198P0021","250465637"
"7132","TMS15F1335P0001","250467087"
"7133","TMS15F1369P0001","250466338"
"7134","TMS15F1331P0001","250467067"
"7135","TMS14F1208P0003","250302220"
"7136","TMS15F1370P0006","250466348"
"7137","TMS13F1153P0002","250301851"
"7138","TMS14F1209P0001","250302226"
"7139","2013_0204_9","250159896"
"7140","TMS15F1363P0004","250466318"
"7141","TMS15F1071P0011","250465119"
"7142","TMS14F1163P0005","250301860"
"7143","TMS14F1157P0001","250301831"
"7144","TMS14F1151P0002","250301794"
"7145","TMS14F1171P0009","250301951"
"7146","TMS15F1198P0014","250465634"
"7147","2013_0095_19","250159794"
"7148","TMS15F1472P0004","250482477"
"7149","TMS14F1195P0013","250302104"
"7150","TMS14F1205P0005","250302197"
"7151","TMS15F1127P0008","250465325"
"7152","TMS15F1361P0007","250466312"
"7153","TMS14F1176P0008","250301995"
"7154","TMS14F1176P0002","250301989"
"7155","TMS14F1156P0004","250466765"
"7156","2013_0212_30","250159935"
"7157","TMS15F1345P0001","250466266"
"7158","TMS14F1202P0005","250302178"
"7159","TMS14F1174P0006","250301976"
"7160","2013_0093_8","250159772"
"7161","TMS15F1325P0002","250467061"
"7162","TMS14F1189P0002","250302073"
"7163","TMS14F1152P0007","250301807"
"7164","TMS15F1236P0002","250465798"
"7165","TMS14F1216P0005","250302257"
"7166","TMS15F1094P0005","250465206"
"7167","TMS15F1203P0008","250465661"
"7168","TMS13F1079P0002","250465112"
"7169","2013_0212_31","250159936"
"7170","TMS15F1404P0016","250466669"
"7171","TMS14F1156P0002","250301827"
"7172","2013_0108_8","250159844"
"7173","TMS14F1202P0004","250302177"
"7174","TMS15F1093P0005","250465200"
"7175","TMS15F1363P0009","250466324"
"7176","TMS14F1156P0001","250301826"
"7177","TMS14F1216P0004","250302256"
"7178","TMS15F1203P0007","250465660"
"7179","TMS15F1355P0001","250466295"
"7180","TMS15F1433P0001","250466826"
"7181","2013_0108_9","250159845"
"7182","TMS15F1332P0004","250467073"
"7183","TMS14F1151P0001","250301793"
"7184","TMS15F1339P0001","250467100"
"7185","TMS14F1170P0013","250301935"
"7186","TMS15F1094P0003","250465204"
"7187","TMS15F1315P0002","250467032"
"7188","2013_0106_2","250159811"
"7189","TMS15F1241P0017","250465812"
"7190","TMS13F1084P0018","250302118"
"7191","TMS15F1217P0001","250465687"
"7192","TMS15F1198P0020","250465636"
"7193","TMS14F1205P0010","250302202"
"7194","TMS15F1074P0004","250465146"
"7195","TMS14F1161P0003","250301845"
"7196","TMS14F1195P0008","250302099"
"7197","2013_0093_5","250159769"
"7198","2013_0083_13","250159564"
"7199","TMS15F1406P0011","250466685"
"7200","TMS15F1094P0006","250465242"
"7201","TMS15F1471P0033","250482417"
"7202","TMS15F1359P0001","250466304"
"7203","TMS15F1096P0002","250465247"
"7204","TMS15F1432P0001","250466825"
"7205","2013_0083_14","250159565"
"7206","TMS14F1153P0005","250301812"
"7207","TMS15F1344P0003","250467108"
"7208","2013_0074_11","250159524"
"7209","TMS14F1219P0001","250302266"
"7210","TMS15F1406P0009","250466684"
"7211","TMS15F1201P0014","250465648"
"7212","TMS14F1189P0004","250302075"
"7213","TMS15F1109P0007","250465278"
"7214","TMS15F1352P0003","250466283"
"7215","TMS15F1353P0003","250466287"
"7216","TMS15F1403P0016","250466653"
"7217","2013_0093_6","250159770"
"7218","TMS14F1170P0014","250301936"
"7219","TMS14F1186P0007","250302067"
"7220","TMS15F1094P0004","250465205"
"7221","TMS14F1205P0009","250302201"
"7222","2013_0212_32","250159937"
"7223","TMS15F1352P0004","250466284"
"7224","TMS15F1201P0013","250465647"
"7225","2013_0074_1","250159514"
"7226","2013_0079_15","250159551"
"7227","TMS15F1344P0004","250467109"
"7228","TMS15F1406P0012","250466686"
"7229","TMS15F1109P0006","250465277"
"7230","TMS14F1189P0003","250302074"
"7231","TMS15F1077P0024","250465164"
"7232","2013_0074_10","250159523"
"7233","2013_0106_3","250159812"
"7234","TMS14F1186P0008","250302068"
"7235","2013_0093_7","250159771"
"7236","TMS15F1216P0001","250465686"
"7237","TMS15F1403P0015","250466652"
"7238","TMS15F1353P0002","250466286"
"7239","TMS14F1218P0003","250302264"
"7240","TMS15F1345P0002","250466267"
"7241","TMS13F1079P0014","250465622"
"7242","TMS15F1404P0014","250466668"
"7243","TMS15F1092P0026","250465197"
"7244","2013_0204_13","250159900"
"7245","TMS15F1354P0001","250466291"
"7246","2013_0212_1","250159906"
"7247","2013_0088_2","250159596"
"7248","TMS14F1216P0006","250302258"
"7249","TMS15F1471P0037","250482421"
"7250","TMS14F1207P0002","250302214"
"7251","TMS14F1201P0007","250302139"
"7252","TMS13F1212P0002","250465240"
"7253","TMS15F1224P0007","250465761"
"7254","TMS13F1254P0015","250465748"
"7255","2013_0095_1","250159776"
"7256","TMS15F1349P0003","250466278"
"7257","2013_0079_5","250159541"
"7258","TMS15F1348P0001","250466274"
"7259","2013_0083_5","250159556"
"7260","TMS15F1095P0005","250465244"
"7261","TMS14F1171P0013","250301955"
"7262","TMS15F1317P0001","250467037"
"7263","TMS14F1191P0003","250302080"
"7264","TMS15F1354P0003","250466292"
"7265","TMS15F1223P0005","250465750"
"7266","2013_0212_72","250159977"
"7267","TMS15F1344P0013","250466264"
"7268","TMS14F1176P0012","250301999"
"7269","TMS15F1338P0001","250467096"
"7270","2013_0108_10","250159846"
"7271","TMS15F1223P0001","250465711"
"7272","TMS14F1176P0003","250301990"
"7273","TMS14F1213P0004","250302241"
"7274","TMS15F1471P0064","250482448"
"7275","2013_0204_14","250159901"
"7276","TMS15F1472P0005","250482478"
"7277","TMS14F1196P0003","250302108"
"7278","2013_0095_12","250159787"
"7279","TMS15F1215P0001","250465684"
"7280","TMS15F1072P0021","250465131"
"7281","TMS14F1186P0003","250302063"
"7282","TMS15F1199P0004","250465639"
"7283","TMS15F1247P0001","250465832"
"7284","TMS14F1159P0002","250301836"
"7285","TMS14F1208P0004","250302221"
"7286","TMS15F1471P0051","250482435"
"7287","TMS14F1204P0002","250302182"
"7288","2013_0212_18","250159923"
"7289","TMS13F1300P0075","250465619"
"7290","TMS15F1092P0001","250465189"
"7291","TMS14F1153P0010","250301817"
"7292","TMS14F1192P0001","250302087"
"7293","TMS15F1471P0028","250482412"
"7294","TMS14F1190P0001","250302077"
"7295","TMS15F1198P0002","250465628"
"7296","TMS15F1403P0009","250466646"
"7297","TMS14F1152P0003","250301803"
"7298","TMS15F1224P0003","250465757"
"7299","TMS15F1079P0024","250465174"
"7300","TMS14F1157P0002","250301832"
"7301","TMS15F1471P0024","250482408"
"7302","2013_0074_12","250159525"
"7303","TMS13F1063P0007","250302247"
"7304","TMS13F1214P0002","250465241"
"7305","TMS15F1471P0082","250482466"
"7306","TMS15F1222P0003","250465710"
"7307","TMS13F1079P0005","250465747"
"7308","2013_0212_9","250159914"
"7309","TMS14F1213P0008","250302245"
"7310","2013_0212_49","250159954"
"7311","TMS14F1170P0020","250301942"
"7312","TMS13F1212P0058","250465239"
"7313","TMS14F1185P0001","250302059"
"7314","TMS14F1163P0004","250301859"
"7315","TMS15F1411P0009","250466719"
"7316","TMS15F1318P0007","250467044"
"7317","TMS15F1406P0032","250466702"
"7318","2013_0083_1","250159552"
"7319","TMS15F1471P0059","250482443"
"7320","TMS15F1111P0002","250465287"
"7321","2013_0095_5","250159780"
"7322","TMS15F1324P0005","250467057"
"7323","2013_0107_4","250159829"
"7324","TMS15F1110P0008","250465280"
"7325","TMS15F1229P0006","250465775"
"7326","TMS15F1201P0009","250465646"
"7327","TMS15F1121P0020","250465308"
"7328","TMS15F1471P0014","250482398"
"7329","TMS14F1174P0012","250301982"
"7330","TMS14F1170P0011","250301933"
"7331","2013_0212_14","250159919"
"7332","2013_0108_14","250159850"
"7333","TMS15F1248P0003","250465834"
"7334","TMS14F1153P0001","250301808"
"7335","TMS15F1223P0009","250465754"
"7336","TMS15F1343P0002","250467103"
"7337","TMS15F1403P0018","250466655"
"7338","TMS15F1353P0005","250466289"
"7339","TMS14F1166P0006","250301871"
"7340","TMS15F1406P0022","250466694"
"7341","TMS15F1092P0023","250465195"
"7342","TMS15F1310P0023","250467025"
"7343","TMS15F1403P0020","250466657"
"7344","TMS14F1195P0009","250302100"
"7345","TMS15F1236P0007","250465802"
"7346","TMS15F1211P0001","250465677"
"7347","2013_0074_16","250159529"
"7348","TMS15F1102P0002","250465258"
"7349","TMS14F1199P0005","250302122"
"7350","TMS15F1403P0011","250466648"
"7351","TMS14F1166P0002","250301867"
"7352","2013_0095_9","250159784"
"7353","TMS15F1411P0005","250466715"
"7354","2013_0108_7","250159843"
"7355","TMS15F1197P0012","250465623"
"7356","TMS15F1404P0007","250466666"
"7357","TMS15F1370P0002","250466344"
"7358","TMS15F1073P0011","250465141"
"7359","TMS15F1471P0086","250482470"
"7360","TMS15F1420P0003","250466783"
"7361","TMS14F1173P0001","250301958"
"7362","2013_0212_5","250159910"
"7363","TMS14F1167P0004","250301877"
"7364","TMS14F1195P0003","250302094"
"7365","TMS15F1225P0001","250465762"
"7366","TMS15F1104P0006","250465268"
"7367","TMS14F1170P0018","250301940"
"7368","TMS15F1415P0003","250466775"
"7369","TMS14F1170P0009","250301931"
"7370","TMS15F1201P0005","250465644"
"7371","2013_0106_7","250159816"
"7372","2013_0069_50","250159511"
"7373","TMS15F1085P0005","250465183"
"7374","TMS14F1170P0005","250301927"
"7375","TMS14F1173P0005","250301962"
"7376","TMS15F1434P0003","250466827"
"7377","TMS15F1336P0001","250467093"
"7378","TMS15F1368P0007","250466336"
"7379","TMS14F1037P0002","250467016"
"7380","TMS15F1471P0002","250482386"
"7381","TMS14F1153P0008","250301815"
"7382","TMS15F1414P0001","250466770"
"7383","TMS14F1214P0002","250302252"
"7384","TMS15F1203P0018","250465665"
"7385","TMS15F1471P0030","250482414"
"7386","TMS15F1126P0008","250465318"
"7387","2013_0079_9","250159545"
"7388","TMS14F1156P0004","250301830"
"7389","TMS15F1071P0040","250465124"
"7390","TMS15F1324P0011","250467060"
"7391","2013_0101_4","250159802"
"7392","TMS15F1420P0007","250466787"
"7393","TMS14F1202P0002","250302175"
"7394","2013_0074_8","250159521"
"7395","TMS15F1202P0003","250465653"
"7396","TMS15F1099P0005","250465253"
"7397","2013_0212_41","250159946"
"7398","TMS15F1435P0001","250466828"
"7399","TMS15F1226P0003","250465768"
"7400","TMS14F1194P0001","250302090"
"7401","TMS14F1199P0001","250302113"
"7402","2013_0087_15","250159589"
"7403","TMS15F1077P0003","250465158"
"7404","TMS15F1335P0003","250467089"
"7405","2013_0108_3","250159839"
"7406","2013_0204_12","250159899"
"7407","TMS15F1424P0023","250466809"
"7408","2013_0083_21","250159572"
"7409","TMS15F1093P0003","250465199"
"7410","TMS14F1151P0004","250301796"
"7411","TMS15F1198P0010","250465632"
"7412","TMS14F1174P0003","250301973"
"7413","TMS14F1178P0001","250302004"
"7414","2013_0212_10","250159915"
"7415","2013_0212_66","250159971"
"7416","TMS14F1187P0001","250302069"
"7417","TMS15F1413P0003","250466767"
"7418","TMS15F1121P0002","250465303"
"7419","TMS15F1471P0068","250482452"
"7420","TMS14F1200P0002","250302129"
"7421","TMS15F1427P0003","250466820"
"7422","TMS15F1472P0001","250482474"
"7423","TMS14F1196P0007","250302112"
"7424","2013_0204_18","250159905"
"7425","TMS15F1220P0001","250465696"
"7426","2013_0083_19","250159570"
"7427","TMS15F1411P0019","250466726"
"7428","TMS15F1428P0001","250466822"
"7429","TMS15F1405P0005","250466675"
"7430","TMS15F1073P0009","250465139"
"7431","TMS15F1422P0003","250466794"
"7432","TMS14F1163P0008","250301863"
"7433","2013_0088_5","250159757"
"7434","TMS15F1361P0004","250466309"
"7435","2013_0095_16","250159791"
"7436","2013_0212_24","250159929"
"7437","TMS14F1191P0007","250302085"
"7438","TMS15F1108P0002","250465272"
"7439","TMS15F1218P0004","250465694"
"7440","TMS15F1355P0005","250466299"
"7441","TMS15F1471P0055","250482439"
"7442","TMS15F1220P0009","250465704"
"7443","TMS14F1204P0011","250302191"
"7444","TMS15F1087P0001","250465188"
"7445","TMS14F1204P0009","250302189"
"7446","TMS15F1409P0005","250466710"
"7447","TMS15F1471P0045","250482429"
"7448","TMS15F1438P0003","250466838"
"7449","TMS15F1437P0001","250466831"
"7450","TMS15F1443P0003","250466848"
"7451","TMS15F1203P0001","250465656"
"7452","TMS15F1471P0008","250482392"
"7453","TMS13F1332P0045","250301854"
"7454","TMS15F1405P0003","250466673"
"7455","TMS15F1229P0012","250465777"
"7456","TMS14F1205P0019","250302211"
"7457","TMS15F1233P0003","250465789"
"7458","TMS14F1169P0002","250301881"
"7459","2013_0069_46","250159507"
"7460","TMS15F1232P0001","250465784"
"7461","TMS15F1444P0005","250466854"
"7462","TMS14F1151P0006","250301798"
"7463","TMS15F1131P0002","250465329"
"7464","TMS15F1220P0007","250465702"
"7465","TMS15F1237P0001","250465803"
"7466","TMS15F1407P0001","250466703"
"7467","TMS14F1047P0010","250467018"
"7468","2013_0106_11","250159820"
"7469","TMS15F1233P0001","250465787"
"7470","TMS14F1181P0003","250302045"
"7471","TMS15F1471P0047","250482431"
"7472","TMS15F1242P0003","250465814"
"7473","TMS15F1362P0002","250466314"
"7474","TMS14F1171P0005","250301947"
"7475","TMS15F1424P0009","250466802"
"7476","TMS15F1471P0006","250482390"
"7477","TMS15F1471P0043","250482427"
"7478","TMS15F1471P0018","250482402"
"7479","TMS15F1413P0005","250466769"
"7480","TMS15F1077P0005","250465160"
"7481","TMS15F1110P0012","250465282"
"7482","TMS14F1177P0001","250302001"
"7483","TMS15F1241P0001","250465805"
"7484","TMS14F1091P0012","250466255"
"7485","TMS15F1220P0005","250465700"
"7486","2013_0204_5","250159892"
"7487","TMS15F1076P0007","250465156"
"7488","2013_0212_39","250159944"
"7489","TMS15F1369P0005","250466342"
"7490","TMS14F1106P0006","250466636"
"7491","TMS15F1405P0001","250466671"
"7492","TMS15F1210P0003","250465675"
"7493","TMS15F1409P0003","250466708"
"7494","TMS15F1471P0072","250482456"
"7495","TMS15F1335P0005","250467091"
"7496","TMS15F1471P0049","250482433"
"7497","TMS14F1181P0001","250302012"
